additional_links,address,agent,baths,beds,commonhold_details,council_tax_band,country_code,currency,date_added,description,link,price,property_id,property_size,property_type,service_charge,tenure,time_remaining_on_lease,type,url,virtual_tour
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Comely Bank Road, Comely Bank, Edinburgh, EH4","Added yesterday
 by Savills, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added yesterday,"A stunning top floor flat, offering light-filled spaces, period charm, and incredible views overlooking Inverleith Park and the playing fields.",https://www.rightmove.co.uk/properties/159482405#/?channel=RES_BUY,495000,159482405,1165sq. ft,for-sale,,Leasehold (160 years),160 years,apa,https://www.rightmove.co.uk/properties/159482405#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Alvanley Terrace, Bruntsfield, Edinburgh, EH9","Added on 07/03/2025
 by Lindsays, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",E,GB,GBP,Added on 07/03/2025,CLOSING DATE SET FOR TUESDAY 25TH MARCH AT 12 NOON A spacious four bedroom third floor flat with far reaching views. The property overlooks the open spaces of Bruntsfield Links and is close to the many amenities of Bruntsfield and enjoys easy access to the city centre. Extending to 1561 SQ F...,https://www.rightmove.co.uk/properties/159163394#/?channel=RES_BUY,495000,159163394,1561sq. ft,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/159163394#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/253k/252134/155688710/252134_247618_DOC_00_0002.pdf""]","Apartment 1, 65 Sassoon Grove, Edinburgh, EH10 5FB","Reduced on 03/01/2025
 by Neilsons Solicitors and Estate Agents, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 03/01/2025,"An exceptionally stylish and well-proportioned ground floor apartment, forming part of the impressive Craighouse development and enjoying a superb location in the capital’s leafy Morningside area. Internally the property is in immaculate move-in condition throughout and offers a flexible, contem...",https://www.rightmove.co.uk/properties/155688710#/?channel=RES_BUY,495000,155688710,,for-sale,,Leasehold (40 years),40 years,g,https://www.rightmove.co.uk/properties/155688710#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","33 (Flat 5) Eyre Place, , New Town","Added on 03/02/2025
 by Murray & Currie, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 03/02/2025,"Positioned on the first floor, 33 (Flat 5) Eyre Place is a beautiful two double bedroom apartment with a private terrace which can be accessed from both the principal bedroom and the properties open plan kitchen, living and dining area.",https://www.rightmove.co.uk/properties/157712024#/?channel=RES_BUY,495000,157712024,797sq. ft,for-sale,,Leasehold (100 years),100 years,apa,https://www.rightmove.co.uk/properties/157712024#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Nelson Street, Edinburgh","Added on 16/09/2024
 by Rettie, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 16/09/2024,"18/3 Nelson Street is a spacious three-bedroom top floor apartment forming part of a Grade A-Listed building on an attractive Georgian terrace, in the heart of the New Town. With an immensely desirable address in the UNESCO World Heritage Site, this elegant property offers well-proportioned rooms...",https://www.rightmove.co.uk/properties/152482421#/?channel=RES_BUY,495000,152482421,1065sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/152482421#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Drum Brae Park, Edinburgh, Midlothian, EH12","Added on 06/03/2025
 by Umega, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 06/03/2025,"Nestled at the top of Drum Brae, this beautifully presented 5-bedroom home is in move in condition, offering the perfect blend of modern living.",https://www.rightmove.co.uk/properties/159107276#/?channel=RES_BUY,495000,159107276,,for-sale,,Leasehold (40 years),40 years,h,https://www.rightmove.co.uk/properties/159107276#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Manor Place, West End, Edinburgh, EH3","Reduced on 28/01/2025
 by Lindsays, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",F,GB,GBP,Reduced on 28/01/2025,"A superb maindoor garden flat situated within a handsome B listed building, located in the heart of the prestigious West End. This delightful property retains beautiful original features and boasts a private courtyard to the front, a private patio to the rear, two lined cellars with power and li...",https://www.rightmove.co.uk/properties/144122090#/?channel=RES_BUY,495000,144122090,,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/144122090#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/57k/56379/154745924/56379_246710_DOC_00_0005.pdf""]","1 (2F) Douglas Crescent, West End, Edinburgh, EH12 5BB","Reduced on 20/02/2025
 by VMH Solicitors, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 20/02/2025,"Comprising the 2nd/ top floor and located on the gable end of a traditional B-Listed Victorian Crescent, this exceptional 3 bedroom flat boasts stunning uninterrupted views to the Pentland Hills and beyond.    This elegant and stylish property is nestled on a peaceful, tree-lined crescent, offer...",https://www.rightmove.co.uk/properties/154745924#/?channel=RES_BUY,495000,154745924,1152sq. ft,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/154745924#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Corstorphine Road, Edinburgh","Added on 21/01/2025
 by Rettie, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 21/01/2025,"22B Corstorphine Road is a beautifully bright two bedroomed modern bungalow, peacefully situated within a luxury gated development in the highly desirable suburb of Murrayfield. Presented to the market in turnkey condition, the property offers spacious and versatile accommodation, entered via a s...",https://www.rightmove.co.uk/properties/87074517#/?channel=RES_BUY,495000,87074517,1075sq. ft,for-sale,,Leasehold (40 years),40 years,h,https://www.rightmove.co.uk/properties/87074517#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","33 (Flat 2) Eyre Place, , New Town","Added on 26/02/2025
 by Murray & Currie, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 26/02/2025,"Positioned on the Ground Floor, 33 (Flat 2) Eyre Place is a beautiful two double bedroom apartment with a private terrace which can be accessed from both the principal bedroom and the properties open plan kitchen, living and dining area.",https://www.rightmove.co.uk/properties/158723279#/?channel=RES_BUY,495000,158723279,797sq. ft,for-sale,,Leasehold (100 years),100 years,apa,https://www.rightmove.co.uk/properties/158723279#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/171k/170039/157220756/170039_17450_DOC_00_0000.pdf""]",Flat 2 Thistle Street North West Lane,"Added on 22/01/2025
 by Cullerton's, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 22/01/2025,"This spacious and versatile four-bedroom flat occupies the first floor of a traditional, listed tenement set along a quiet lane in the heart of Edinburgh's historic New Town. The flat is currently tenanted (sold with tenants in situ) and complies with HMO regulations. This is the case with three ...",https://www.rightmove.co.uk/properties/157220756#/?channel=RES_BUY,495000,157220756,1118sq. ft,for-sale,,Leasehold (30 years),30 years,Not specified,https://www.rightmove.co.uk/properties/157220756#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Buckingham Terrace, West End, Edinburgh, EH4","Added on 31/10/2024
 by Savills, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 31/10/2024,"Impressive first floor drawing room flat on Buckingham Terrace, Edinburgh.",https://www.rightmove.co.uk/properties/154424279#/?channel=RES_BUY,495000,154424279,1178sq. ft,for-sale,,Leasehold (160 years),160 years,apa,https://www.rightmove.co.uk/properties/154424279#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Rintoul Place, Edinburgh, Midlothian","Added on 15/01/2025
 by Rettie, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 15/01/2025,"An attractive two double bedroom upper colony apartment, sitting towards the end of an attractive row of sandstone terraced houses. Accommodation comprises; Welcoming entrance vestibule and hallway with storage; Beautiful and bright living room with feature fireplace; Large kitc...",https://www.rightmove.co.uk/properties/156903971#/?channel=RES_BUY,495000,156903971,954sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/156903971#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Henderson Place , New Town, Edinburgh","Added on 04/03/2025
 by Murray & Currie, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 04/03/2025,"Plot 16 is a spacious apartment with an open plan living/ kitchen area, a principle bedroom with en-suite, a large second bedroom, a family bathroom and large utility room.",https://www.rightmove.co.uk/properties/158980733#/?channel=RES_BUY,495000,158980733,786sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/158980733#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Rocheid Park, Fettes, Edinburgh, EH4","Reduced on 06/02/2025
 by Umega, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 06/02/2025,"This beautifully presented 4-bedroom first-floor flat is part of a modern development in the highly sought-after Fettes area of Edinburgh. With its neutral decor throughout, this property offers a bright and spacious living environment, ideal for families",https://www.rightmove.co.uk/properties/156173990#/?channel=RES_BUY,494500,156173990,,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/156173990#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/277k/276743/157249553/276743_241806_DOC_00_0000.pdf""]","75 Barnton Park View, Edinburgh, EH4 6EL","Added on 23/01/2025
 by ELP Arbuthnott McClanachan, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 23/01/2025,"Extremely attractive, three-bedroom, detached house, with linked garage, situated in the desirable Barnton area of Edinburgh, close to local amenities, well regarded schools and transport links. The property has been nicely presented by the current owners and is in move-in condition, ideal for fa...",https://www.rightmove.co.uk/properties/157249553#/?channel=RES_BUY,490000,157249553,,for-sale,,Leasehold (40 years),40 years,link detached h,https://www.rightmove.co.uk/properties/157249553#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/110k/109751/159167963/109751_252199_DOC_00_0000.pdf""]","97 Comiston Road, Morningside, Edinburgh, EH10 6AG","Added on 08/03/2025
 by Gillespie Macandrew, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 08/03/2025,A superb main door flat situated within the prestigious Morningside district of the City within walking distance of a wide range of local amenities and short journey to the south of Edinburgh City Centre. The property would make an ideal purchase for a professional person or couple or perhaps so...,https://www.rightmove.co.uk/properties/159167963#/?channel=RES_BUY,330000,159167963,764sq. ft,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/159167963#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Walker Street, Edinburgh","Reduced on 08/01/2025
 by Rettie, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 08/01/2025,"** A FABULOUS BRIGHT AND SPACIOUS 3-BED, TOP FLOOR PERIOD FLAT - WEST END ** 1/3 Walker Street is a bright and spacious three-bedroom top floor flat occupying a prime corner position in a Grade A listed Georgian tenement, situated in the heart of Edinburgh’s West End. The prope...",https://www.rightmove.co.uk/properties/150266543#/?channel=RES_BUY,490000,150266543,1670sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/150266543#/?channel=RES_BUY,
