additional_links,address,agent,baths,beds,commonhold_details,council_tax_band,country_code,currency,date_added,description,link,price,property_id,property_size,property_type,service_charge,tenure,time_remaining_on_lease,type,url,virtual_tour
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/69k/68041/159192008/68041_MFL7247327_DOC_00_0000.pdf""]","51 Cramond Glebe Road, Cramond, Edinburgh, EH4 6NT","Added on 10/03/2025
 by McEwan Fraser Legal, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 10/03/2025,"Spacious Art-Deco-style detached house that backs onto the River Almond, just a stone's throw from Cramond Village. The property has a west-facing rear garden with a panoramic view over the River towards the Dalmeny Estate.",https://www.rightmove.co.uk/properties/159192008#/?channel=RES_BUY,1150000,159192008,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159192008#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Inver Lodge, Pentland Terrace, Morningside, Edinburgh, EH10","Added on 07/01/2025
 by Savills, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 07/01/2025,"Beautifully presented and well-proportioned detached family home set in generous, mature grounds in a delightful elevated position",https://www.rightmove.co.uk/properties/156590846#/?channel=RES_BUY,1150000,156590846,3031sq. ft,for-sale,,Leasehold (160 years),160 years,detached h,https://www.rightmove.co.uk/properties/156590846#/?channel=RES_BUY,
,"Corstorphine Road, Murrayfield, Edinburgh","Added on 07/12/2023
 by Murray & Currie, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 07/12/2023,Spacious three-bedroom Second floor apartment in AMA's award winning development in the sought-after Murrayfield area . Beautiful south and north facing aspect with quality specification and great volume of space. Torwood House is finished to the highest of standards and each property benefits...,https://www.rightmove.co.uk/properties/142763459#/?channel=RES_BUY,1147000,142763459,1636sq. ft,for-sale,,Leasehold (100 years),100 years,apa,https://www.rightmove.co.uk/properties/142763459#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Corstorphine Road, Edinburgh, Midlothian","Added on 06/03/2024
 by Rettie, New Homes",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",h,GB,GBP,Added on 06/03/2024,"Apartment 7 is a stunning three-bedroom apartment with a balcony, open-plan living and dining area, family bathroom, and three spacious bedrooms, two with ensuites. Upon entry, you are met with a light and airy hallway. To the left, it opens out to three sizeable bedrooms, complete wit...",https://www.rightmove.co.uk/properties/145451336#/?channel=RES_BUY,1146000,145451336,1636sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/145451336#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Apt 9, Pavilion A, New Eidyn, St James Quarter, Edinburgh","Added on 25/02/2025
 by Rettie, New Homes",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",h,GB,GBP,Added on 25/02/2025,"A luxurious three bed apartment at New Eidyn. Apt 9, Pavilion A is a beautifully crafted three bed apartment spanning over 1378 square feet, finished to the highest standard with an impressive specification. This stunning apartment offers a beautiful openplan space above the hustle and bustle of ...",https://www.rightmove.co.uk/properties/158683196#/?channel=RES_BUY,1125000,158683196,1378sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/158683196#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Plot L0.22, Village View, Belford Road, Edinburgh, Midlothian","Added on 28/02/2025
 by Rettie, New Homes",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",h,GB,GBP,Added on 28/02/2025,"This ground floor apartment is finished to the highest standard and located on Belford Road in Village View, the latest jewel in the AMA Homes crown. The development is perfectly located to take advantage of all that Edinburgh’s city centre has to offer and includes forty-five 1...",https://www.rightmove.co.uk/properties/158829338#/?channel=RES_BUY,1125000,158829338,1518sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/158829338#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/96k/95110/157941263/95110_249288_DOC_00_0000.pdf""]","16 Mardale Crescent, Merchiston, Edinburgh, EH10 5AG","Added on 07/02/2025
 by Coulters, Edinburgh & The Lothians",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 07/02/2025,"16 Mardale Crescent is an impressive, well presented and spacious stone built Victorian terraced house, spanning three wonderful floors, situated in the highly sought after area of Merchiston. The home has been both significantly and lovingly upgraded by the current owners, elegantly embracing pe...",https://www.rightmove.co.uk/properties/157941263#/?channel=RES_BUY,1125000,157941263,2465sq. ft,for-sale,,Leasehold (40 years),40 years,te,https://www.rightmove.co.uk/properties/157941263#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Belford Road, West End, Edinburgh","Added on 03/03/2025
 by Murray & Currie, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",h,GB,GBP,Added on 03/03/2025,60/8 Belford Road is a lovely and spacious three double bedroom apartment situated on the ground level within the lovely ‘Village View’ development.,https://www.rightmove.co.uk/properties/158920601#/?channel=RES_BUY,1125000,158920601,,for-sale,,Leasehold (100 years),100 years,apa,https://www.rightmove.co.uk/properties/158920601#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Danube Street, Stockbridge, New Town","Added on 13/03/2025
 by Murray & Currie, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 13/03/2025,"15 Danube Street is a distinguished Georgian townhouse, set over two floors in the heart of Edinburgh’s highly sought-after Stockbridge. This Category A-listed residence, situated within the prestigious New Town Conservation Area, retains an abundance of exquisite period features, offering a rare...",https://www.rightmove.co.uk/properties/159372065#/?channel=RES_BUY,1100000,159372065,2244sq. ft,for-sale,,Leasehold (100 years),100 years,t,https://www.rightmove.co.uk/properties/159372065#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Belford Road, West End, Edinburgh","Added on 03/03/2025
 by Murray & Currie, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",h,GB,GBP,Added on 03/03/2025,60/9 Belford Road is an ideally positioned two-bedroom apartment located on the ground level.,https://www.rightmove.co.uk/properties/158921909#/?channel=RES_BUY,1100000,158921909,,for-sale,,Leasehold (100 years),100 years,apa,https://www.rightmove.co.uk/properties/158921909#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Manor Place, Edinburgh, Midlothian","Added on 13/03/2025
 by Rettie, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 13/03/2025,** NEW TO THE MARKET ** 4/GF Manor Place is an exceptional three-bedroom ground and garden apartment occupying the lower levels of an original Georgian townhouse situated on a stunning classical terrace in the stylish West End of Edinburgh. This ‘B’ listed home showcases Ed...,https://www.rightmove.co.uk/properties/159380777#/?channel=RES_BUY,1100000,159380777,2543sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/159380777#/?channel=RES_BUY,
"[""https://media.rightmove.co.uk/247k/246740/159374747/246740_214096519_DOC_00_0000.pdf""]","Dalry Road, Edinburgh, EH11","Added on 13/03/2025
 by Let Property Sales & Management, Glasgow",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 13/03/2025,Buy-to-Let Opportunity | Long Term Tenant Currently Situated | 2 Bedroom Flat | Well Maintained Property | Easy Access to Local Amenities | Prime Rental Location Within Edinburgh,https://www.rightmove.co.uk/properties/159374747#/?channel=RES_BUY,170000,159374747,527sq. ft,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/159374747#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","1 Baberton Loan, Juniper Green, Edinburgh, EH14 5DF","Added on 03/03/2025
 by Simpson & Marwick, Edinburgh",0,6,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 03/03/2025,"Six bedroom warehouse conversion, located on the Water of Leith",https://www.rightmove.co.uk/properties/158923967#/?channel=RES_BUY,1100000,158923967,5175sq. ft,for-sale,,Leasehold (40 years),40 years,end,https://www.rightmove.co.uk/properties/158923967#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Cairn Lodge, Duddingston Road West, Duddingston, Edinburgh, EH15","Added on 02/10/2024
 by Savills, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 02/10/2024,"Substantial detached B listed family home presented in excellent order throughout, with delightful south facing garden and extensive parking",https://www.rightmove.co.uk/properties/157399946#/?channel=RES_BUY,1100000,157399946,4225sq. ft,for-sale,,Leasehold (160 years),160 years,detached h,https://www.rightmove.co.uk/properties/157399946#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Plot L0.21, Village View, Belford Road, Edinburgh, Midlothian","Added on 28/02/2025
 by Rettie, New Homes",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",h,GB,GBP,Added on 28/02/2025,"Plot L0.21 is a stunning two-bedroom ground floor apartment, located on Belford Road in Village View, the latest jewel in the AMA Homes crown. The development is perfectly located to take advantage of all that Edinburgh’s city centre has to offer and includes forty-five 1, 2, 3 ...",https://www.rightmove.co.uk/properties/158823209#/?channel=RES_BUY,1100000,158823209,1897sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/158823209#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Donaldson Drive, Edinburgh, EH12","Reduced on 09/09/2024
 by Savills, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 09/09/2024,Outstanding three bedroom duplex apartment in the prestigious Donaldsons development.,https://www.rightmove.co.uk/properties/149002721#/?channel=RES_BUY,1100000,149002721,1808sq. ft,for-sale,,Leasehold (160 years),160 years,apa,https://www.rightmove.co.uk/properties/149002721#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/248k/247766/152205281/247766_234696_DOC_00_0000.pdf""]","3, 2A Rosefield Place, Edinburgh, EH15 1AZ","Added on 09/09/2024
 by A Annan Solicitors & Estate Agents, Edinburgh",0,6,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 09/09/2024,"Rosefield Place is a stunning six-bedroom townhouse, exuding luxury and sophistication as part of a meticulously converted B-listed Gothic Church by London Edinburgh Holdings, nestled in the vibrant district of Portobello. This remarkable residence, beautifully designed with significant high-end ...",https://www.rightmove.co.uk/properties/152205281#/?channel=RES_BUY,1100000,152205281,,for-sale,,Leasehold (40 years),40 years,t,https://www.rightmove.co.uk/properties/152205281#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Lennox Street, New Town, Edinburgh, EH4","Added on 19/02/2025
 by Savills, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 19/02/2025,"Elegant ground and garden level flat, in extremely sought after and peaceful location in Edinburgh's New Town.",https://www.rightmove.co.uk/properties/158462033#/?channel=RES_BUY,1095000,158462033,2049sq. ft,for-sale,,Leasehold (160 years),160 years,apa,https://www.rightmove.co.uk/properties/158462033#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Bellevue Place, Edinburgh","Added on 17/02/2025
 by Rettie, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 17/02/2025,"Bellevue Place offers a unique opportunity to purchase a full house with front and back gardens and private off street parking in the heart of Bellevue, on the edge of Edinburgh's historic New Town, a UNESCO World Heritage Site. The property has been recently renovated by the current o...",https://www.rightmove.co.uk/properties/158344100#/?channel=RES_BUY,1075000,158344100,1914sq. ft,for-sale,,Leasehold (40 years),40 years,h,https://www.rightmove.co.uk/properties/158344100#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","17 Sassoon Grove, Craighouse, Edinburgh, EH10 5FA","Added on 10/03/2025
 by Truscott Property, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",H,GB,GBP,Added on 10/03/2025,Exceptional Townhouse Over Four Floors - South Facing Rear Garden - Roof Terrace - Integral Garage and Allocated Parking Space - 4 Double Bedrooms - 2 with Dressing Rooms and En Suites - Drawing Room - Kitchen/Dining Room - Family Room - Utility Room - 52 Acres of Communal Grounds,https://www.rightmove.co.uk/properties/159201404#/?channel=RES_BUY,1050000,159201404,2649sq. ft,for-sale,£336 per year,Leasehold (40 years),40 years,t,https://www.rightmove.co.uk/properties/159201404#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Apartment Ten, No.9 Barnton Avenue West, Edinburgh","Added on 20/05/2024
 by Rettie, New Homes",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",h,GB,GBP,Added on 20/05/2024,"**£50,000 BELOW HOME REPORT VALUE** £50,000 below home report value. Apartment Ten is a spacious three-bedroom penthouse which provides a generous open-plan kitchen living area, ideal for hosting friends and family. The principal bedroom is particularly special, ...",https://www.rightmove.co.uk/properties/148167875#/?channel=RES_BUY,1050000,148167875,1941sq. ft,for-sale,,Leasehold (40 years),40 years,penth,https://www.rightmove.co.uk/properties/148167875#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/171k/170039/151741187/170039_12443_DOC_00_0000.pdf""]","Braid Avenue, Morningside","Added on 26/08/2024
 by Cullerton's, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 26/08/2024,"Situated in the heart of vibrant Morningside, 23 Braid Avenue is a distinguished Victorian villa that masterfully combines original period features with modern comforts. This exceptional property, refurbished to a move-in condition, is set on a tranquil street, once recognised as one of Scotland'...",https://www.rightmove.co.uk/properties/151741187#/?channel=RES_BUY,1050000,151741187,2776sq. ft,for-sale,,Leasehold (30 years),30 years,te,https://www.rightmove.co.uk/properties/151741187#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","3 Westerlea Gardens, Edinburgh, Murrayfield, EH12 6HU","Added on 12/09/2024
 by Cullerton's, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 12/09/2024,"This elegant B-listed, double-storey house forms part of the prestigious and award-winning Westerlea Mansion House development by Square & Crescent, seamlessly blending period features with state-of-the-art modern living. A beautiful garden with patio area, bike store and three allocated p...",https://www.rightmove.co.uk/properties/152365712#/?channel=RES_BUY,1050000,152365712,1982sq. ft,for-sale,,Leasehold (30 years),30 years,end,https://www.rightmove.co.uk/properties/152365712#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","34 Nile Grove, Morningside, Edinburgh, EH10 4SP","Reduced on 04/03/2025
 by Truscott Property, Edinburgh",0,6,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",H,GB,GBP,Reduced on 04/03/2025,Beautifully Presented Semi-Detached Villa - Situated on a Quiet Street - South Facing Rear Garden - 6 Bedrooms - 4 Public Rooms - Driveway - Potential for Self Contained Flat,https://www.rightmove.co.uk/properties/153858851#/?channel=RES_BUY,1050000,153858851,2535sq. ft,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/153858851#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Western Terrace, Edinburgh, Midlothian","Added on 29/01/2025
 by Rettie, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 29/01/2025,"12 Western Terrace is a beautifully presented, spacious, five-bedroom, semi-detached Victorian house, located in the much sought after area of Murrayfield, one of Edinburgh’s most exclusive and peaceful conservation areas. The property effortlessly melds many fine period features such as o...",https://www.rightmove.co.uk/properties/157522778#/?channel=RES_BUY,1050000,157522778,2964sq. ft,for-sale,,Leasehold (30 years),30 years,semi-detached h,https://www.rightmove.co.uk/properties/157522778#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","2G Brae Park Road, Barnton, Edinburgh, EH4 6DN","Added on 24/09/2024
 by Cullerton's, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",G,GB,GBP,Added on 24/09/2024,"This truly unique, architect-designed detached house was built in 1982 and has been brought up to an immaculate, modern standard by the current owners. Forming part of a quiet, friendly community, the four-bedroom, three-bathroom home boasts tranquil walking routes on the doorstep, as well as bei...",https://www.rightmove.co.uk/properties/152897105#/?channel=RES_BUY,1000000,152897105,2646sq. ft,for-sale,,Leasehold (30 years),30 years,detached h,https://www.rightmove.co.uk/properties/152897105#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Roseburn House, 68 Roseburn Street, Edinburgh, EH12","Added on 11/03/2025
 by Savills, Edinburgh",0,7,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 11/03/2025,A rare opportunity to acquire Roseburn House. A category A-listed house set in approx three acres in Murrayfield.,https://www.rightmove.co.uk/properties/159275342#/?channel=RES_BUY,995000,159275342,5763sq. ft,for-sale,,Leasehold (160 years),160 years,detached h,https://www.rightmove.co.uk/properties/159275342#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Grange Loan, Edinburgh, Midlothian","Added on 13/03/2025
 by Rettie, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 13/03/2025,"Nestled within the desirable Grange Conservation Area, 190 Grange Loan offers an elegant Edwardian, south-facing terraced villa providing a delightful blend of period character and spacious family living across three well-proportioned levels. Its prime location also places it within the catchment...",https://www.rightmove.co.uk/properties/159373841#/?channel=RES_BUY,995000,159373841,3162sq. ft,for-sale,,Leasehold (40 years),40 years,te,https://www.rightmove.co.uk/properties/159373841#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Falcon Road West, Morningside, Edinburgh","Added on 24/06/2024
 by Murray & Currie, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 24/06/2024,"Fantastic and high end three-bedroom apartment with large South facing balcony, forming part of AMA’s exclusive development in the sought-after Morningside area. The development consists of 11 two and three bedroom apartments, with one having an additional linked studio apartment on the ground ...",https://www.rightmove.co.uk/properties/154939796#/?channel=RES_BUY,985000,154939796,1557sq. ft,for-sale,,Leasehold (100 years),100 years,apa,https://www.rightmove.co.uk/properties/154939796#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Wallace Gardens, Murrayfield, Edinburgh, EH12","Added on 06/03/2025
 by Savills, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 06/03/2025,Immaculately presented modern family home in an exclusive and well located development,https://www.rightmove.co.uk/properties/159065981#/?channel=RES_BUY,985000,159065981,2800sq. ft,for-sale,,Leasehold (160 years),160 years,te,https://www.rightmove.co.uk/properties/159065981#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","4 Dell Road, Colinton, Edinburgh, EH13 0JR","Reduced on 13/06/2024
 by Simpson & Marwick, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 13/06/2024,"Beautiful, unique and truly impressive late Victorian five bedroom semi-detached family home.",https://www.rightmove.co.uk/properties/150074831#/?channel=RES_BUY,975000,150074831,1736sq. ft,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/150074831#/?channel=RES_BUY,Available (link not found)
,"Barnton Park View, Barnton, Edinburgh, EH4","Added on 06/03/2025
 by Lindsays, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",G,GB,GBP,Added on 06/03/2025,"Situated on a generous plot with exceptional, uninterrupted views over Royal Burgess Golf Club, 6 Barnton Park View is a stunning 5 bedroom detached house, presenting an exceptional opportunity to own a contemporary and spacious family home in one of Edinburgh’s most sought-after locations....",https://www.rightmove.co.uk/properties/159075137#/?channel=RES_BUY,975000,159075137,,for-sale,,Leasehold (40 years),40 years,h,https://www.rightmove.co.uk/properties/159075137#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","52 Cammo Road, Edinburgh EH4 8AP","Added on 03/10/2024
 by Wilson Property Group, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 03/10/2024,"Detached, spacious family home located in a highly sought after location.",https://www.rightmove.co.uk/properties/158772416#/?channel=RES_BUY,965000,158772416,2704sq. ft,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/158772416#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/110k/109463/157712330/109463_250065_DOC_00_0000.pdf""]","16/4 Donaldson Crescent, Wester Coates, Edinburgh, EH12 5FD","Added on 03/02/2025
 by Gilson Gray LLP, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 03/02/2025,"An exclusive and highly coveted first-floor apartment which offers refined living in one of the most prestigious locations in the capital, as part of an award-winning development in the extraordinary A-listed Donaldson’s estate by William Playfair.",https://www.rightmove.co.uk/properties/157712330#/?channel=RES_BUY,950000,157712330,1324sq. ft,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/157712330#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/247k/246950/159061919/246950_248839_DOC_00_0000.pdf""]","12 Munro Drive, Colinton, EH13 0EG","Added on 06/03/2025
 by Blair Cadell Solicitors, Edinburgh and East Central Scotland",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 06/03/2025,"Blair Cadell is delighted to present this exceptional detached home in the highly sought-after area of Colinton. Boasting generous living space, five double bedrooms, and stunning gardens, this property is the perfect family home and a must-see. The accommodation features a bright and spacious l...",https://www.rightmove.co.uk/properties/159061919#/?channel=RES_BUY,950000,159061919,3348sq. ft,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159061919#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/166k/165560/158825837/165560_20314_DOC_00_0000.pdf""]","18A Queen’s Crescent, Newington","Added on 28/02/2025
 by Urquharts Solicitors, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 28/02/2025,"18A Queen's Crescent is a unique and rarely available 1960's three bedroom detached house with accommodation over three levels, enclosed north-facing rear garden, driveway and carport. Situated in the desirable Newington area, the location is superb with excellent local amenities and schools and ...",https://www.rightmove.co.uk/properties/158825837#/?channel=RES_BUY,950000,158825837,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/158825837#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Norwal Drive,
Edinburgh,
EH12 0EP","Added on 31/10/2024
 by David Wilson Homes",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 31/10/2024,"This light and airy family home offers a spacious choice, without having to compromise on style. With sash style windows it has a traditional look, while inside you enjoy its modern design features including an open-plan kitchen/dining area, spacious lounge and practical utility. With four double...",https://www.rightmove.co.uk/properties/154461851#/?channel=RES_BUY,604995,154461851,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/154461851#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/110k/109751/158884346/109751_251876_DOC_00_0000.pdf""]","3 Minto Mews, Newington, Edinburgh, EH9 1AB","Added on 02/03/2025
 by Gillespie Macandrew, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 02/03/2025,A stunning modern terraced townhouse situated within the prestigious Newington district of the city within walking distance of Edinburgh City Centre and an excellent range of local amenities.  The property is set within a small exclusive development with private parking and offers superb family l...,https://www.rightmove.co.uk/properties/158884346#/?channel=RES_BUY,950000,158884346,2002sq. ft,for-sale,,Leasehold (40 years),40 years,t,https://www.rightmove.co.uk/properties/158884346#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Essex Road, Barnton,","Added on 28/02/2025
 by Murray & Currie, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 28/02/2025,"Sitting within large, mature gardens this exceptional detached family home offers a quality and depth of accommodation rarely available. Extending to an impressive 3,514 square feet over two floors, the accommodation is light, spacious and flexible. This large family home is in move in conditio...",https://www.rightmove.co.uk/properties/158854361#/?channel=RES_BUY,945000,158854361,3514sq. ft,for-sale,,Leasehold (100 years),100 years,h,https://www.rightmove.co.uk/properties/158854361#/?channel=RES_BUY,
